Yearly_ExpensesK,Avg_Residancy_Altitude,Overall_happiness_score,Will_vote_only_large_party,Financial_agenda_matters,Yearly_IncomeK,Most_Important_Issue,Vote
246.550306064,406.109053342,384.434366985,0.0,0.0,729.881756161,7.0,1
544.813269414,9.78732390603,662.126996017,1.0,0.0,654.009151985,2.0,0
592.468817434,107.086478255,670.474790109,1.0,0.0,639.099762661,2.0,0
445.817624355,54.6758535681,721.446066223,1.0,0.0,580.377903527,1.0,3
449.976705438,113.403992582,732.227127955,1.0,0.0,625.085353608,0.0,3
596.640972812,33.9092589773,655.278553646,1.0,0.0,628.553160933,0.0,0
642.367067048,268.013144207,842.680073211,1.0,1.0,733.673615427,5.0,8
453.661535152,71.7223891406,616.30681741,1.0,0.0,628.99288516,1.0,9
608.092287119,28.6335621925,689.204199468,1.0,0.0,663.032072739,0.0,7
555.716666735,127.963044288,630.636730376,1.0,0.0,631.678519231,1.0,0
575.49246851,153.657793381,679.282423602,1.0,0.0,585.653054131,1.0,7
634.721852381,94.1900513216,639.118197399,1.0,0.0,583.485455353,7.0,3
992.583643089,112.535611028,977.037736448,1.0,1.0,986.270876184,6.0,2
409.880744421,18.4135774114,757.691503184,1.0,0.0,534.603807959,1.0,4
879.256900451,64.0079366851,606.42516939,1.0,1.0,835.406876576,3.0,2
392.664834591,196.464081217,837.919454387,1.0,0.0,680.864394375,7.0,7
390.018804714,40.454864687,729.017710948,1.0,0.0,537.388183311,2.0,4
380.843614486,11.7101628734,634.381292092,1.0,0.0,581.506671385,4.0,9
438.022754412,102.953809983,617.909424072,1.0,0.0,585.808297878,2.0,0
522.778305542,179.838557377,837.849387299,1.0,0.0,624.735764649,4.0,9
874.561377438,264.934964697,295.167125762,1.0,1.0,441.631032061,3.0,2
383.713235915,236.144404923,841.310302537,1.0,0.0,703.387379236,0.0,7
348.827523019,97.3704549809,517.583333405,1.0,0.0,598.725160636,4.0,9
705.814564619,109.521663328,701.316428654,1.0,1.0,551.880861167,6.0,5
439.179020685,80.1936321772,743.239557754,1.0,0.0,628.672639112,0.0,3
406.737252854,55.5083091246,664.967434473,1.0,0.0,638.625049725,4.0,9
639.599151911,47.8433324731,680.533087899,1.0,0.0,630.885906228,1.0,3
576.568355999,35.7288901677,694.313314171,1.0,0.0,639.98296929,2.0,7
923.54954671,49.4047648411,579.860613681,1.0,1.0,677.846907315,3.0,2
433.13203525,100.443413134,742.2949529,1.0,0.0,570.475852415,1.0,4
929.498600308,86.8377324074,939.336996101,1.0,1.0,932.971872324,5.0,8
582.955627602,88.9818965966,666.667808841,1.0,0.0,664.99325648,7.0,7
505.66473032,127.065133189,816.748163469,1.0,0.0,669.06895523,7.0,9
427.06744612,149.209391017,608.104274081,1.0,0.0,576.282295368,1.0,9
940.351527883,135.498119909,991.713638462,1.0,1.0,999.836317259,5.0,8
814.179932597,29.0949319226,697.92150719,1.0,0.0,859.478343336,4.0,4
632.686675308,150.386325779,662.028319955,1.0,0.0,585.137808788,2.0,3
851.487531023,53.1457465529,728.671176126,1.0,1.0,741.442666608,6.0,2
412.424247099,105.481444393,611.485331223,1.0,0.0,583.700179526,4.0,0
358.054352832,91.1957674854,559.964025412,1.0,0.0,552.986921572,4.0,9
402.44554923,213.724728949,625.319656737,1.0,0.0,572.253453181,0.0,0
406.334865386,117.312787306,599.321145521,1.0,0.0,565.607901594,2.0,0
477.784900655,132.677015163,758.282244639,1.0,0.0,637.281090606,2.0,3
815.16134801,91.6707232919,706.239439966,1.0,0.0,860.323565426,1.0,4
373.185677371,131.610991659,639.789460536,1.0,0.0,629.998250748,2.0,9
391.823215876,104.434256469,798.179602762,1.0,1.0,909.437950425,3.0,8
430.164238473,171.275309893,666.484637304,1.0,0.0,618.493230832,1.0,9
677.696672268,64.5986336361,827.814006516,1.0,1.0,853.201764128,3.0,8
648.330949097,23.9654267275,616.252655259,1.0,0.0,584.602644142,2.0,3
626.979082825,49.8602641097,636.756602147,1.0,0.0,580.262367087,0.0,3
416.347345278,124.885046047,738.291398173,1.0,0.0,547.518522594,7.0,4
425.618877146,105.308114312,579.383975572,1.0,0.0,561.215909043,2.0,0
442.410353705,299.73434865,604.773022664,1.0,0.0,563.958067984,4.0,9
794.154876406,129.615755764,687.246685598,1.0,0.0,844.223684543,2.0,4
438.261685139,321.611646145,617.890493138,1.0,0.0,570.289835712,4.0,9
419.312522436,210.233819218,836.421698064,1.0,0.0,709.425303586,0.0,7
446.985542758,220.377453024,621.2914675,1.0,0.0,584.540247197,0.0,0
393.096407599,77.4430189203,866.981095277,1.0,0.0,708.80576413,4.0,7
863.605084099,118.156772157,788.091806695,1.0,1.0,984.005864466,6.0,2
593.532845028,211.057632131,706.413732301,1.0,0.0,676.761863828,0.0,0
594.498193956,144.620027692,659.375456515,1.0,0.0,635.519117207,1.0,0
380.143364728,122.490121608,604.451384678,1.0,0.0,582.707671096,7.0,9
866.149383642,140.794673581,537.816724043,1.0,1.0,361.035279697,5.0,5
465.768448596,160.975427004,645.557342792,1.0,0.0,610.997271104,4.0,9
414.093047911,59.6526040596,840.014384903,1.0,0.0,718.651149465,4.0,7
342.100190482,157.870798711,844.338753337,1.0,0.0,708.036155355,4.0,7
433.428563787,221.446331734,708.609092881,1.0,0.0,592.71273629,4.0,3
443.904234329,307.198112077,561.401388805,1.0,1.0,593.253854563,3.0,8
706.911895191,52.7209492481,788.511371483,1.0,1.0,968.107790596,3.0,8
481.458561896,268.50295686,755.690416002,1.0,0.0,621.609599679,4.0,3
221.839209854,459.90364278,255.416803459,0.0,0.0,207.134812783,0.0,1
569.389963438,232.020287015,727.143435959,1.0,0.0,663.9273655,7.0,9
628.379025259,120.817404343,661.70503908,1.0,0.0,615.667534154,0.0,3
444.674635292,73.0766002081,762.830353711,1.0,0.0,592.435259197,1.0,4
414.848566046,12.1303218181,701.999923737,1.0,0.0,600.741111881,7.0,3
443.403331036,139.198153046,712.037148501,1.0,0.0,571.323627118,4.0,3
403.817237537,182.636861906,594.320710307,1.0,0.0,561.981088132,7.0,0
518.693894785,101.280031529,831.714919473,1.0,0.0,620.214662782,4.0,9
425.442617843,49.3065221911,600.725331025,1.0,0.0,560.485473102,2.0,0
800.730421441,63.8173548375,829.337497534,1.0,1.0,958.699054076,3.0,8
702.927345646,75.8037580643,397.111772327,1.0,1.0,589.413545194,3.0,2
585.593127764,61.6132736879,670.68533242,1.0,0.0,623.769540499,4.0,7
403.288043287,227.271759708,594.476562792,1.0,0.0,597.978746907,4.0,9
586.467406502,65.1973519463,687.502383069,1.0,0.0,628.71695741,1.0,7
982.194909756,67.0343212525,542.940257445,1.0,1.0,528.061736979,6.0,2
465.064692384,37.7104557536,748.524658936,1.0,0.0,613.731579693,4.0,3
463.860408368,100.879493546,839.056676716,1.0,0.0,623.385423441,7.0,9
416.92663164,72.9816959576,859.071594787,1.0,0.0,723.111709752,2.0,7
433.269693797,184.116529043,588.384301106,1.0,0.0,585.337338983,0.0,0
581.284254291,218.9162222,630.793176029,1.0,0.0,637.174853769,4.0,0
393.894065426,283.252869782,595.310021012,1.0,0.0,607.832778745,2.0,9
412.296978116,42.5850592346,597.739152079,1.0,0.0,571.596081679,1.0,0
911.132195896,19.3191843836,786.855162121,1.0,1.0,972.522870948,3.0,2
365.356726613,31.3235203372,839.134023909,1.0,0.0,681.48369455,0.0,7
429.67028673,54.0443988271,627.71903585,1.0,0.0,581.765800993,1.0,0
372.399390723,30.8042848745,642.214674256,1.0,0.0,576.754662597,7.0,9
725.677872402,334.083688807,608.47675195,1.0,1.0,821.164648449,6.0,2
359.328114983,47.5653673889,581.889432376,1.0,0.0,525.234228678,0.0,9
453.813985289,47.4660262057,642.63791869,1.0,0.0,618.135724774,1.0,9
453.314774533,20.6123665516,723.313904977,1.0,0.0,598.995273647,1.0,3
465.502122494,72.710290349,770.212197843,1.0,0.0,594.535060157,7.0,4
573.672069969,49.2925968893,674.875816835,1.0,0.0,640.333471708,4.0,7
443.111459416,38.5446621438,785.080555437,1.0,0.0,558.869920596,1.0,9
334.500218794,425.357778905,415.662191042,0.0,0.0,829.178869789,0.0,1
436.956936878,157.055014349,604.350390663,1.0,0.0,614.203078424,0.0,9
787.917020964,150.691811956,876.877710922,1.0,1.0,924.492879203,3.0,8
399.552590077,135.070382339,599.687967634,1.0,0.0,565.311694263,4.0,0
939.325906571,55.696693954,735.227952313,1.0,1.0,333.075134782,6.0,5
612.739257129,118.209033187,684.830566329,1.0,0.0,637.350355412,0.0,0
892.737417113,17.9285652496,737.765153637,1.0,1.0,929.904074009,6.0,2
450.177378555,104.721187414,691.726547366,1.0,0.0,593.208090329,4.0,3
432.424732563,168.647192122,640.133754273,1.0,0.0,569.321637564,2.0,9
361.322905353,96.4646220245,593.229976235,1.0,0.0,545.761453487,7.0,9
410.674764647,188.861165751,606.024208154,1.0,0.0,596.59055442,1.0,9
566.106031306,52.6188764686,714.337032248,1.0,0.0,605.46473173,4.0,7
512.744876698,43.1409815876,794.350382751,1.0,0.0,564.674137476,0.0,9
409.408530662,159.817126683,744.134768404,1.0,0.0,577.268739732,7.0,4
394.81922597,107.684164954,567.310067748,1.0,0.0,562.573096446,2.0,0
367.661515976,45.8800962216,819.769501158,1.0,0.0,712.624094954,2.0,7
416.014627528,92.8617444826,720.656177492,1.0,0.0,591.399269733,0.0,3
775.829286315,68.8758198294,982.307009099,1.0,1.0,785.982268856,5.0,8
455.184219483,145.336067155,616.583338297,1.0,0.0,577.831280856,2.0,0
421.063223064,105.253904448,733.034008478,1.0,0.0,634.346028186,0.0,9
286.114473369,242.191296882,909.972271065,1.0,1.0,233.973236056,5.0,5
564.991823009,141.156512837,785.039835235,1.0,0.0,655.277204627,4.0,9
444.65333902,224.861071202,725.483084837,1.0,0.0,588.995645713,4.0,3
679.340843915,152.42141949,327.10301457,1.0,1.0,556.012585852,6.0,2
605.249378678,57.4718332226,650.963302935,1.0,0.0,660.540913367,2.0,0
570.391747403,128.362764179,648.669192754,1.0,0.0,634.600283613,1.0,0
408.789727696,109.968726468,689.597311614,1.0,0.0,580.683379665,4.0,9
438.747627167,157.793818261,823.068194964,1.0,0.0,582.750831005,4.0,4
229.61407901,6.05557752122,556.634375691,0.0,1.0,546.548196098,1.0,6
402.875513331,92.5339334119,579.88436961,1.0,0.0,565.605212051,2.0,0
412.61675957,134.227191937,673.504822877,1.0,0.0,639.482105898,7.0,9
819.824721124,40.1202377307,645.506188972,1.0,1.0,812.908330424,6.0,2
346.193669832,40.0054451719,616.573081571,1.0,0.0,613.494542106,7.0,9
655.954796715,134.897385358,654.643374901,1.0,0.0,607.51269247,7.0,3
650.31487833,268.511302601,784.885311931,1.0,0.0,671.005155993,2.0,7
393.427002011,242.710994808,764.600102504,1.0,0.0,588.500071009,0.0,4
442.403241476,52.9140575056,737.417347401,1.0,0.0,579.370216985,7.0,3
442.714437893,74.6102081832,725.277600092,1.0,0.0,602.417891019,0.0,3
427.580766422,123.392900455,585.562198015,1.0,0.0,576.978021193,2.0,0
615.023109296,453.116878506,637.963820797,0.0,0.0,563.466040992,4.0,1
444.20833504,248.31228022,816.864404948,1.0,0.0,585.583590232,7.0,9
500.305274373,76.297778582,850.227878881,1.0,0.0,683.342546277,0.0,9
948.72390585,79.1003009869,918.672715547,1.0,1.0,967.603888568,3.0,2
658.347679119,85.1676842802,746.019217486,1.0,0.0,719.042962522,2.0,7
541.465830453,22.6788998241,845.200770543,1.0,0.0,657.214262287,7.0,9
642.707470891,301.676295472,634.705885705,1.0,0.0,603.067388709,2.0,3
440.824860446,52.4266942588,687.141138984,1.0,0.0,563.908804952,1.0,3
557.668692831,145.710097413,666.18699802,1.0,0.0,641.640398587,1.0,0
424.830543057,56.9942318673,574.870452636,1.0,0.0,576.368078254,1.0,9
390.049562735,128.396096365,636.54150307,1.0,0.0,582.485595297,0.0,9
804.089740758,197.568049184,683.03746331,1.0,0.0,838.276407151,4.0,4
441.127190219,31.1519920663,738.307833475,1.0,0.0,571.303268556,1.0,4
857.634145985,40.1300036276,875.04121183,1.0,1.0,589.947323781,5.0,5
485.053501656,132.290107708,786.597499009,1.0,0.0,577.998867444,4.0,9
359.026595451,91.2935039365,626.542696047,1.0,0.0,565.234513158,0.0,9
604.884260185,96.0144809449,710.292324258,1.0,0.0,654.500272593,7.0,0
431.925001958,80.3448033074,585.526269587,1.0,0.0,608.43692008,0.0,9
844.081217019,146.791700031,699.923904324,1.0,0.0,841.536879829,1.0,4
588.272075872,301.264003237,685.222795769,1.0,0.0,668.694115213,4.0,7
445.962082942,71.5302485114,722.676385946,1.0,0.0,609.395221322,4.0,3
383.472145402,121.423280118,630.077095504,1.0,0.0,542.34884066,0.0,9
470.753037284,285.39302553,832.4465293,1.0,0.0,613.042446808,1.0,4
776.453662897,20.356792671,869.54233673,1.0,1.0,808.364166097,5.0,8
427.20209403,92.1419814446,788.86558658,1.0,0.0,572.966094367,4.0,4
427.177503638,51.2778508551,657.440705945,1.0,0.0,607.999408665,2.0,9
636.27670235,104.014089703,687.400247551,1.0,0.0,696.065086457,2.0,0
387.699039307,181.140867586,703.174710686,1.0,0.0,559.838190684,2.0,4
549.780491724,102.843494133,756.493767076,1.0,0.0,631.562180814,0.0,9
356.218465858,108.523180984,802.457202276,1.0,0.0,674.704535088,0.0,7
366.093419948,255.528424301,593.093278473,1.0,0.0,580.653808064,7.0,9
390.030641316,74.359836006,562.332470358,1.0,0.0,589.377136634,7.0,9
483.164175598,406.109053342,462.536696044,0.0,0.0,503.379040205,0.0,1
406.319305451,165.472206368,637.075974128,1.0,0.0,601.52435763,1.0,9
441.311516777,189.517434365,615.908614484,1.0,0.0,647.396653898,2.0,9
434.431060282,29.0923679931,779.382141688,1.0,0.0,577.292163204,7.0,4
555.104281409,98.3426864776,649.704277578,1.0,0.0,644.880506058,7.0,0
385.838279172,298.411183577,591.591403969,1.0,0.0,583.105604241,2.0,9
625.996388682,44.7827226487,639.957344515,1.0,0.0,568.846902699,7.0,3
451.052219534,330.295717564,621.667643717,1.0,0.0,599.291869355,4.0,0
451.055873508,156.203277881,745.909312519,1.0,0.0,585.470606854,2.0,4
472.023479297,291.777695748,772.156761792,1.0,0.0,621.171329211,4.0,3
476.946834596,252.395615918,732.556069305,1.0,0.0,591.59822689,4.0,3
403.321860068,201.254918128,605.380446395,1.0,0.0,581.248333637,4.0,0
469.301457887,165.057956332,808.446979687,1.0,0.0,595.291776538,4.0,9
953.821173638,160.11736406,916.053671695,1.0,1.0,524.053669302,5.0,5
639.522945825,311.636363571,784.5227437,0.0,1.0,506.262733154,7.0,6
359.738105144,127.845765787,628.821810007,1.0,0.0,551.886006006,2.0,9
445.33569896,23.5148299285,742.579262432,1.0,0.0,622.155097788,2.0,3
508.775050484,265.497040417,796.785684377,1.0,0.0,586.067053281,2.0,9
418.885187433,206.066707356,648.381253763,1.0,0.0,609.631940004,4.0,9
464.501045158,199.071027365,656.967843107,1.0,0.0,627.616235565,1.0,9
915.79749133,169.299699737,691.459048307,1.0,1.0,866.618738564,6.0,2
369.827528617,360.117545962,593.750266218,0.0,0.0,840.539953424,7.0,1
359.218049881,93.0157859409,577.667399905,1.0,0.0,557.122755455,1.0,9
395.085277913,59.9419019738,585.195053371,1.0,0.0,533.214925296,7.0,9
626.302868201,84.1420337642,692.973373261,1.0,0.0,654.032428602,4.0,0
828.78900133,111.042688849,691.09997497,1.0,0.0,875.324294667,4.0,4
380.048169041,233.978176845,582.103040668,1.0,0.0,553.832347712,1.0,0
384.58954188,94.3041555139,637.785881159,1.0,0.0,567.506082672,1.0,9
475.337911708,94.6194923081,756.573652863,1.0,0.0,575.598039265,1.0,9
645.517418717,160.026032587,646.362296053,1.0,0.0,578.535013315,1.0,3
439.292391165,232.324209893,759.859741246,1.0,0.0,584.608186307,0.0,4
964.703189675,113.004891257,971.737847376,1.0,1.0,982.955165581,3.0,8
474.54503808,93.3230302041,701.185211361,1.0,0.0,618.905888423,4.0,3
374.883784244,81.6832282088,642.605749901,1.0,0.0,632.909110665,0.0,9
412.139816814,299.19680484,752.570443433,1.0,0.0,547.197694413,7.0,4
400.732494751,80.7650965257,609.096615831,1.0,0.0,579.2413876,7.0,9
451.920133404,182.885670735,690.112925072,1.0,0.0,610.682483213,1.0,9
564.048064929,338.027906605,682.081916346,1.0,0.0,644.131120605,1.0,7
630.071435596,107.087071135,673.07734549,1.0,0.0,683.555860475,1.0,0
436.650032234,144.111530423,762.430898495,1.0,0.0,634.983413988,1.0,4
657.410544004,24.5827596734,427.060275272,1.0,1.0,333.037699647,6.0,2
422.67397106,216.309573935,616.059670203,1.0,0.0,615.712905518,1.0,9
388.087896409,60.0251190574,615.679022122,1.0,0.0,595.928515878,4.0,9
406.700327495,266.880799696,645.023845294,1.0,0.0,589.568894371,0.0,9
459.623609345,99.2768155646,747.13741548,1.0,0.0,623.542903371,2.0,3
576.545556937,105.765357324,673.822789214,1.0,0.0,606.411305482,4.0,0
810.14862447,57.8276839644,936.146323486,1.0,1.0,857.051936737,5.0,8
403.433521566,28.8060505171,640.58501602,1.0,0.0,612.871678376,1.0,9
83.2433915589,406.109053342,696.734843419,0.0,0.0,563.466040992,0.0,1
447.259932679,23.0392531487,723.442841388,1.0,0.0,608.92414235,4.0,3
380.181949762,278.208631299,845.445159867,1.0,0.0,698.09862593,7.0,7
441.993342385,60.9552195586,814.441636097,1.0,0.0,594.038002353,0.0,4
573.475605078,232.554446942,704.92988685,1.0,0.0,624.57985532,7.0,7
822.198501175,54.4649853523,711.142111042,1.0,0.0,873.578729298,7.0,4
683.278198074,281.166637917,824.565469758,0.0,1.0,732.103179016,1.0,6
447.797286122,194.705292769,691.079313881,1.0,0.0,613.57739035,2.0,3
554.243415489,172.460299579,794.293168534,1.0,0.0,643.29727294,1.0,9
474.044123536,110.221393608,833.899225055,1.0,0.0,567.362722527,4.0,9
646.445186799,266.27505869,655.04359305,1.0,0.0,595.136035638,0.0,3
336.339516165,406.109053342,334.173775466,0.0,0.0,858.801218031,4.0,1
612.677950206,233.482059536,646.072156687,1.0,0.0,667.825859721,2.0,0
76.3902574117,347.683573326,240.414911462,0.0,0.0,369.140699444,0.0,1
385.925320639,73.6468626445,590.368272561,1.0,0.0,563.391342111,2.0,0
405.805172681,81.7011333265,581.619065884,1.0,0.0,531.740817374,7.0,9
373.109741441,92.3691948244,649.805328105,1.0,0.0,554.034201253,4.0,9
399.763413144,191.807470588,741.851206881,1.0,1.0,332.87209156,6.0,5
576.766082248,131.741738595,796.693447126,1.0,0.0,632.641926452,2.0,9
173.94335568,251.116174493,379.053617664,1.0,1.0,916.909592744,5.0,8
436.643535583,37.441090522,625.403755969,1.0,0.0,609.371820701,7.0,0
830.23383106,256.025688963,726.070697542,1.0,0.0,880.756933733,2.0,4
420.502926916,273.520811287,593.057580398,1.0,0.0,573.689016637,4.0,0
402.286637132,32.2236570168,662.579076717,1.0,0.0,605.405713055,1.0,9
419.345837048,259.70670024,696.724248207,1.0,0.0,583.510763153,0.0,3
392.496023512,155.040026122,675.963747689,1.0,0.0,605.667610121,0.0,9
733.80980939,83.9162231665,732.727050961,1.0,1.0,599.425506137,6.0,5
380.036403497,29.6741372151,852.901610601,1.0,0.0,674.075635151,0.0,7
575.49915201,47.4281565926,678.053504378,1.0,0.0,624.158927552,0.0,7
428.972164484,58.152279264,593.066775406,1.0,0.0,571.007361714,0.0,0
388.650090818,169.902039676,614.602330668,1.0,0.0,615.328867751,0.0,9
427.677796371,21.2287506438,604.614681637,1.0,0.0,586.951396074,0.0,0
441.951650544,101.415448187,591.23189155,1.0,0.0,591.795227389,7.0,0
604.458393063,108.127805538,961.494738993,1.0,1.0,929.434652471,3.0,8
378.27386828,23.1872813598,661.187246336,1.0,0.0,597.3304919,7.0,9
416.735166003,97.6804478217,748.183748153,1.0,0.0,566.449261992,4.0,4
448.819774603,18.5652742649,779.049995717,1.0,0.0,525.298521517,7.0,4
391.084443915,153.036988525,707.508316704,1.0,0.0,617.97908463,2.0,9
393.998138061,9.2223171425,593.060713166,1.0,0.0,556.621012093,2.0,0
440.2174213,132.298927253,594.030728415,1.0,0.0,561.374652581,0.0,0
434.909523075,343.163349411,604.447510294,1.0,0.0,592.072700385,0.0,0
631.99512596,81.093958654,638.172641952,1.0,0.0,586.456309586,4.0,3
611.911071146,39.4977583582,421.178569086,1.0,1.0,997.231911837,6.0,2
369.17456938,142.444353355,822.644590843,1.0,1.0,482.411964138,5.0,8
460.982466929,242.200498472,642.475621741,1.0,0.0,609.011216069,4.0,0
405.846564003,292.093611972,594.807857602,1.0,0.0,567.34138766,4.0,0
606.203361647,54.0119854875,794.017685114,1.0,1.0,923.432298072,5.0,8
804.243073532,248.624871421,698.716942192,1.0,0.0,847.885856681,0.0,4
536.593571533,118.203952433,949.341782347,1.0,0.0,688.014432013,0.0,9
328.312486149,175.259990321,516.893659219,1.0,0.0,565.87034827,1.0,9
457.139283927,133.440828842,840.695660348,1.0,0.0,632.474036459,2.0,9
393.851831466,109.890287674,827.484834322,1.0,0.0,653.476588338,2.0,7
637.944155688,183.73029002,720.877934134,1.0,0.0,719.110927919,4.0,7
436.024756227,179.478261849,613.144118814,1.0,0.0,583.357053196,4.0,0
583.741382523,46.8845917421,660.912549448,1.0,0.0,698.073639092,2.0,0
391.795093609,103.085420761,639.594888412,1.0,0.0,601.863759186,1.0,9
412.964122944,115.975579238,640.73322446,1.0,0.0,618.8676324,4.0,9
572.508379127,88.2438040777,668.761220943,1.0,0.0,640.360250084,4.0,0
401.993581663,57.066952702,598.346490664,1.0,0.0,561.219192565,1.0,0
451.239884693,64.4486430138,782.750247482,1.0,0.0,565.83144375,1.0,4
380.421457763,15.5267058609,847.997693756,1.0,0.0,717.765691323,0.0,7
381.880326826,125.594821122,838.354907795,1.0,0.0,664.398723222,1.0,7
573.852919728,118.9203317,666.118577477,1.0,0.0,605.327959271,0.0,0
357.000904637,148.976520414,849.357061286,1.0,0.0,698.506811656,2.0,7
360.072226457,184.356934044,631.822280329,1.0,0.0,616.49047531,4.0,9
444.923397949,152.211789444,598.56604037,1.0,0.0,589.563776936,1.0,0
385.50733454,136.500038918,879.422496089,1.0,0.0,701.951211617,2.0,7
658.973982841,-55.1143143532,854.348930802,0.0,1.0,549.486360364,0.0,6
488.988179499,286.615909948,806.89791427,1.0,0.0,593.231020534,2.0,9
581.85923974,216.023504281,702.796862615,1.0,0.0,634.885292051,4.0,7
370.512374827,42.2034189982,616.91202268,1.0,0.0,603.192641355,2.0,9
414.06888285,223.387993982,628.258039525,1.0,0.0,572.265640268,0.0,9
610.113123756,61.9221126176,727.187371326,1.0,0.0,657.332517605,2.0,7
323.866031201,155.953948138,833.719102365,1.0,0.0,711.079924406,4.0,7
407.543718799,230.845089923,595.395475705,1.0,0.0,579.06086807,1.0,0
403.308643011,146.137824267,584.41612574,1.0,0.0,565.160612309,1.0,0
426.43658085,268.912239608,618.033217401,1.0,0.0,559.698844418,2.0,9
519.131027395,110.600077692,871.455358331,1.0,1.0,892.888983941,5.0,8
573.089037233,32.7745739677,756.862719772,1.0,1.0,599.425506137,5.0,5
586.93880463,275.132271621,796.646547072,0.0,1.0,465.779891184,0.0,6
564.415155289,174.227619089,711.306352141,1.0,0.0,594.5971855,2.0,9
411.48664536,179.488556555,646.783679896,1.0,0.0,554.049562055,1.0,9
432.949639229,97.1369210596,771.31263235,1.0,0.0,588.110534406,4.0,4
585.667871789,157.437344846,670.729069469,1.0,0.0,636.45651416,0.0,0
902.617141501,203.579726316,995.863643136,1.0,1.0,833.751793019,5.0,5
484.982065173,39.8336934747,800.87713056,1.0,0.0,675.415375334,4.0,9
706.77053303,309.221680373,873.34453101,1.0,1.0,653.505310183,5.0,5
612.879215649,273.422279404,717.294273301,1.0,0.0,693.297459858,0.0,7
466.435484765,95.3580016342,746.941976991,1.0,0.0,589.791900429,4.0,9
392.111742328,94.5932048048,841.917418427,1.0,0.0,755.843350679,0.0,7
826.261868166,279.808021772,431.835291209,1.0,1.0,717.872141398,6.0,2
437.835222548,46.9829743116,769.983474838,1.0,0.0,586.904138991,7.0,4
426.767348975,152.974977954,641.144230774,1.0,0.0,584.774067569,0.0,9
394.685817316,84.9907440588,744.09232986,1.0,0.0,559.801092488,1.0,4
416.206355658,60.7496853389,592.047203517,1.0,0.0,585.510464498,7.0,0
378.813965036,46.8786904776,629.384590966,1.0,0.0,591.729174904,0.0,9
919.789213905,189.388470568,855.936353253,1.0,1.0,282.471875893,6.0,5
684.129781555,293.778719671,923.97456916,1.0,1.0,979.361483113,5.0,8
402.807069941,207.439333809,653.962747746,1.0,0.0,580.334862148,1.0,9
410.686199393,170.505329239,608.231348355,1.0,0.0,595.328102171,1.0,9
820.004329137,190.880432844,682.486652275,1.0,0.0,848.337046401,4.0,4
561.576531966,152.08981172,869.213737884,1.0,0.0,635.270879564,7.0,9
396.201844687,80.5281886979,605.644012793,1.0,0.0,597.29643492,2.0,9
467.210728363,328.702916338,572.663513322,1.0,0.0,579.7057623,1.0,9
347.715196964,230.789762851,845.173804031,1.0,0.0,658.279854607,2.0,7
584.937812392,171.999575663,658.374535623,1.0,0.0,658.802359254,4.0,0
435.512519018,41.387818363,799.281349088,1.0,0.0,576.310050427,7.0,4
455.292231868,81.8436214787,679.199908342,1.0,0.0,560.158588445,2.0,9
590.928339751,71.7365493127,625.851048827,1.0,0.0,649.812975585,7.0,0
377.293156652,35.7325036079,598.228455617,1.0,0.0,558.632939498,4.0,9
587.422990322,469.637985959,347.144528432,0.0,0.0,637.823523599,1.0,1
455.32539465,114.018713588,853.57864612,1.0,0.0,560.127479104,4.0,9
535.939875392,91.2500383997,633.689654201,1.0,0.0,605.098329122,1.0,0
435.658506414,198.57300827,739.381620972,1.0,0.0,588.48158027,0.0,4
993.703410427,281.090553516,979.472484207,1.0,1.0,984.909280106,3.0,2
380.124621093,64.9298771725,851.924636639,1.0,0.0,729.997358468,2.0,7
414.064668892,201.339654929,719.120060128,1.0,0.0,580.636925367,7.0,4
378.116153673,114.702241922,879.047391329,1.0,0.0,713.889343653,1.0,7
438.868540514,80.8067604698,673.613807339,1.0,0.0,642.889782725,0.0,9
384.453318241,47.4036054637,629.075430843,1.0,0.0,568.300211336,2.0,0
551.650348592,109.842748058,805.555160703,1.0,0.0,589.262516703,1.0,9
356.689452512,184.856536135,817.425160201,1.0,0.0,690.330706351,2.0,7
825.449494949,63.7589103913,716.630318482,1.0,0.0,864.563073948,7.0,4
557.525161693,40.1915921252,668.805654246,1.0,0.0,633.168490976,1.0,7
615.770072788,113.133148226,710.264155647,1.0,0.0,641.492925448,7.0,7
411.326830944,38.5162447331,557.181737309,1.0,0.0,560.412324712,7.0,9
355.721717425,58.9419604031,547.711611027,1.0,0.0,533.586105287,1.0,9
382.981350381,74.1092117827,649.123974263,1.0,0.0,624.665928645,7.0,9
642.422310542,294.298444907,952.177546059,1.0,1.0,946.532288631,3.0,8
554.337701993,83.3868289999,815.606257286,1.0,0.0,601.764271154,7.0,9
437.827957226,79.0869946122,657.028681156,1.0,0.0,608.205219191,7.0,9
435.023538613,98.8098205468,755.270828694,1.0,0.0,576.156631087,4.0,4
667.487810782,166.497114649,307.756024273,1.0,1.0,599.425506137,5.0,5
602.615233081,109.231979164,765.685733498,1.0,1.0,466.265862575,5.0,5
439.340924891,255.068587081,626.564023841,1.0,0.0,593.786100025,7.0,0
403.182311033,309.376704549,664.362978379,1.0,0.0,608.25064861,2.0,9
373.183064414,198.159118621,633.566012606,1.0,0.0,607.184344289,1.0,9
399.546818524,25.2733857046,556.724210865,1.0,0.0,543.849956915,1.0,9
442.725337601,183.141606052,614.10182999,1.0,0.0,597.433011613,2.0,9
614.868643068,175.30952646,723.132122792,1.0,0.0,690.150551617,1.0,7
